Address, zip1, rent, beds, baths, sqft, NA, NA1, NA2,0,1,2,3,4,5,6,7
"1471 13th Street, Unit 1, Imperial Beach, CA 91932",91932,2250.0,2,1.0,600,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/b93073de-253b-4185-9ff4-085fd60ce886,472,"1471 13th street, unit 1, imperial beach, CA, 91932",Match,Exact,"1471 13TH ST, IMPERIAL BEACH, CA, 91932","-117.10566563099997,32.569996454000034",195690089.0,L
"4424 44th St #226, San Diego, CA 92115",92115,2995.0,2,2.0,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/9a654218-9d3e-4497-98e9-d8e2631238e0,473,"4424 44th st #226, san diego, CA, 92115",Match,Exact,"4424 44TH ST, SAN DIEGO, CA, 92115","-117.10025597499998,32.75761250700003",195346931.0,L
"4424 44th St #246, San Diego, CA 92115",92115,2995.0,2,2.0,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/9a4185f4-b3a9-4ab5-906d-ac48888f0d44,474,"4424 44th st #246, san diego, CA, 92115",Match,Exact,"4424 44TH ST, SAN DIEGO, CA, 92115","-117.10025597499998,32.75761250700003",195346931.0,L
"1736 Hornblend Street, Unit 3, San Diego, CA 92109",92109,4295.0,3,2.5,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/fdd88989-1750-479a-b66a-aae5bdfaab7f,475,"1736 hornblend street, unit 3, san diego, CA, 92109",Match,Exact,"1736 HORNBLEND ST, SAN DIEGO, CA, 92109","-117.23803691399996,32.79949480300007",195303030.0,L
"1550 Hornblend St, Unit 09, San Diego, CA 92109",92109,2295.0,1,1.0,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/d4f49199-aaf3-4922-949a-ed39fe61ae96,476,"1550 hornblend st, unit 09, san diego, CA, 92109",Match,Exact,"1550 HORNBLEND ST, SAN DIEGO, CA, 92109","-117.24149388899997,32.798709571000074",195303002.0,L
"1861 Chalcedony Street, Unit C, San Diego, CA 92109",92109,3095.0,2,1.5,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/407accf8-54e3-4564-ae11-8a494cf03bed,477,"1861 chalcedony street, unit c, san diego, CA, 92109",Match,Exact,"1861 CHALCEDONY ST, SAN DIEGO, CA, 92109","-117.23746485399994,32.80544500800005",195302991.0,R
"1854 Chalcedony Street, Unit C, San Diego, CA 92109",92109,3495.0,2,1.0,965,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/bdcd4638-64b3-41ee-9271-90005d67ab5e,478,"1854 chalcedony street, unit c, san diego, CA, 92109",Match,Exact,"1854 CHALCEDONY ST, SAN DIEGO, CA, 92109","-117.23760377599996,32.805532855000024",195302991.0,L
"540 Naples Street, Unit 6, Chula Vista, CA 91911",91911,2150.0,2,1.0,800,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/01261f95-9203-4098-82e6-7d3a85cbaad6,479,"540 naples street, unit 6, chula vista, CA, 91911",Match,Exact,"540 NAPLES ST, CHULA VISTA, CA, 91911","-117.07893931899997,32.61100197800005",195357547.0,R
"540 Naples Street, Unit 19, Chula Vista, CA 91911",91911,1950.0,1,1.0,800,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/9d006988-c793-43e0-99bc-d483c338d65c,480,"540 naples street, unit 19, chula vista, CA, 91911",Match,Exact,"540 NAPLES ST, CHULA VISTA, CA, 91911","-117.07893931899997,32.61100197800005",195357547.0,R
"1990 Apple St, Unit 83, Oceanside, CA 92054",92054,2300.0,2,1.0,950,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/5bb7b810-f23a-4891-8459-99be01d9474f,481,"1990 apple st, unit 83, oceanside, CA, 92054",Match,Exact,"1990 APPLE ST, OCEANSIDE, CA, 92054","-117.35404836299995,33.19690617600003",195281020.0,L
"2925 Broadway, Unit 103, San Diego, CA 92102",92102,2050.0,1,1.0,550,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/a8ca688c-d2ee-4246-b014-e55d3be3f60a,482,"2925 broadway, unit 103, san diego, CA, 92102",Match,Exact,"2925 BROADWAY, SAN DIEGO, CA, 92102","-117.13118271199994,32.715793863000044",195348142.0,R
"2530 Juan Street, Unit 9, San Diego, CA 92110",92110,2295.0,1,1.5,550,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/1af8ae44-e84b-41c9-8469-a899a160deef,483,"2530 juan street, unit 9, san diego, CA, 92110",Match,Exact,"2530 JUAN ST, SAN DIEGO, CA, 92110","-117.19419416599999,32.75413602400005",195341502.0,R
"1441 Elder Ave., Unit O, San Diego, CA 92154",92154,1995.0,1,1.0,640,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/9f1b4eda-3eb3-4f9a-9a1d-747dc6a431dd,484,"1441 elder ave., unit o, san diego, CA, 92154",Match,Exact,"1441 ELDER AVE, SAN DIEGO, CA, 92154","-117.10330606899998,32.57902895700005",636684666.0,R
"4330 Palm Avenue, Unit B208, La Mesa, CA 91941",91941,2995.0,2,2.0,803,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/653e6372-4e92-4d92-85de-6c0f4d67ab9b,485,"4330 palm avenue, unit b208, la mesa, CA, 91941",Match,Exact,"4330 PALM AVE, LA MESA, CA, 91941","-117.01464206499998,32.75717023400006",640045308.0,L
"4134 Third Avenue , Unit 10, San Diego, CA 92103",92103,2800.0,2,2.0,803,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/0da49c83-1cc4-48a4-8e46-b5dd486e50a3,486,"4134 third avenue , unit 10, san diego, CA, 92103",Match,Exact,"4134 3RD AVE, SAN DIEGO, CA, 92103","-117.16229797999995,32.75248300900006",195342552.0,L
"3111 Meade Avenue, Unit 6, San Diego, CA 92116",92116,2595.0,2,2.0,803,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/56b02260-5dc8-4411-ae67-3d3eae59345a,487,"3111 meade avenue, unit 6, san diego, CA, 92116",Match,Exact,"3111 MEADE AVE, SAN DIEGO, CA, 92116","-117.12752555199995,32.75723793700007",195345594.0,R
"4576 Idaho Street , Unit 4, San Diego, CA 92116",92116,2250.0,1,1.0,803,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/2b60c3e4-009d-4fbe-8bcb-f33b6ce42855,488,"4576 idaho street , unit 4, san diego, CA, 92116",Match,Exact,"4576 IDAHO ST, SAN DIEGO, CA, 92116","-117.13398008499996,32.76055304800008",195345257.0,L
"3976 Illinois Street, Unit 7, San Diego, CA 92104",92104,2095.0,1,1.0,525,,Torrey Pines Property Management,https://www.torreypinespm.com/listings/detail/46641dfd-2d09-4de3-9818-0207a88b9df3,489,"3976 illinois street, unit 7, san diego, CA, 92104",Match,Exact,"3976 ILLINOIS ST, SAN DIEGO, CA, 92104","-117.12775692299999,32.749893203000056",195663308.0,L
